,Unnamed: 0,Ranking,Country,Total Cases,New Cases,Total Deaths,New Deaths,Total Recoverd,New Recoverd,Active Cases,Serious Cases
83,83,76,Saudi Arabia,764249,0,9134,0,748571,0,6544,81
84,84,77,Sri Lanka,663779,0,16513,0,646941,0,325,0
85,85,78,Paraguay,650283,0,18885,0,624673,0,6725,4
86,86,79,Kuwait,632781,0,2555,0,629695,0,531,4
87,87,80,Myanmar,613238,0,19434,0,592221,0,1583,0
88,88,81,Palestine,582363,0,5356,0,576879,0,128,17
89,89,82,Bahrain,582287,0,1484,0,576645,0,4158,3
90,90,83,Dominican Republic,581647,0,4377,0,576469,0,801,6
91,91,84,Estonia,576047,0,2561,0,518188,0,55298,6
92,92,85,Venezuela,523411,0,5717,0,516588,0,1106,230
93,93,86,Moldova,518793,0,11521,0,504142,0,3130,49
94,94,87,Egypt,515645,0,24613,0,442182,0,48850,122
95,95,88,Libya,501904,0,6430,0,490973,0,4501,101
96,96,89,Cyprus,477711,0,1032,0,124370,0,352309,60
97,97,90,Ethiopia,471527,0,7512,0,455819,0,8196,10
98,98,91,Mongolia,469885,0,2179,0,313256,0,154450,192
99,99,92,Honduras,424859,0,10896,0,132401,0,281562,105
100,100,93,Armenia,422939,0,8624,0,412240,0,2075,0
101,101,94,Réunion,414615,0,777,0,406484,0,7354,10
102,102,95,Oman,389473,0,4260,0,384669,0,544,2
103,103,96,Bosnia and Herzegovina,377769,0,15786,0,0,0,0,0
104,104,97,Qatar,367436,0,677,0,365659,0,1100,0
105,105,98,Kenya,324349,0,5651,0,318360,0,338,0
106,106,99,Zambia,321268,0,3985,0,316658,0,625,0
107,107,100,North Macedonia,311350,0,9297,0,301545,0,508,0
108,108,101,Botswana,307126,0,2695,0,303845,0,586,1
109,109,102,Albania,275939,0,3497,0,272182,0,260,2
110,110,103,Algeria,265860,0,6875,0,178397,0,80588,6
111,111,104,Nigeria,255972,0,3143,0,250024,0,2805,11
112,112,105,Zimbabwe,250929,0,5496,0,243195,0,2238,12
113,113,106,Luxembourg,244182,0,1073,0,235939,0,7170,0
114,114,107,Uzbekistan,238964,19,1637,0,237180,12,147,23
115,115,108,Montenegro,236803,0,2719,0,233633,0,451,6
116,116,109,Mozambique,225600,0,2203,0,223319,0,78,13
117,117,110,Laos,209861,38,754,0,0,0,0,0
118,118,111,Kyrgyzstan,200993,0,2991,0,196406,0,1596,131
119,119,112,Iceland,187664,0,153,0,0,0,0,0
120,120,113,Afghanistan,179716,0,7698,0,162741,0,9277,1124
121,121,114,Maldives,179662,0,298,0,163687,0,15677,25
122,122,115,Namibia,165117,0,4034,0,158078,0,3005,0
123,123,116,Martinique,164411,0,931,0,104,0,163376,8
124,124,117,Uganda,164069,0,3596,0,100205,0,60268,2
125,125,118,El Salvador,162089,0,4131,0,150662,0,7296,8
126,126,119,Ghana,161370,0,1445,0,159881,0,44,1
127,127,120,Trinidad and Tobago,159344,0,3896,0,145925,0,9523,18
128,128,121,Brunei ,147271,250,222,0,145427,261,1622,0
129,129,122,Guadeloupe,140130,0,854,0,2250,0,137026,19
130,130,123,Cambodia,136262,0,3056,0,133201,0,5,0
131,131,124,Jamaica,135331,0,3039,0,86288,0,46004,0
132,132,125,Rwanda,129999,0,1459,0,45522,0,83018,0
133,133,126,Cameroon,119780,0,1927,0,117791,0,62,13
134,134,127,Angola,99194,0,1900,0,97149,0,145,0
135,135,128,Malta,94205,0,719,0,91398,0,2088,4
136,136,129,DRC,87633,0,1338,0,50930,0,35365,0
137,137,130,Senegal,86087,0,1966,0,84097,0,24,0
138,138,131,Malawi,85943,0,2639,0,82849,0,455,67
139,139,132,French Guiana,82313,0,397,0,11254,0,70662,1
140,140,133,Ivory Coast,82088,0,799,0,81247,0,42,0
141,141,134,Suriname,80416,0,1341,0,49485,0,29590,0
142,142,135,Barbados,79383,0,443,0,75510,0,3430,0
143,143,136,Channel Islands,76018,0,176,0,75199,0,643,0
144,144,137,French Polynesia,72898,0,649,0,0,0,0,7
145,145,138,Eswatini,72257,0,1406,0,70414,0,437,11
146,146,139,Fiji,64898,0,862,0,63010,0,1026,0
147,147,140,Guyana,64342,0,1232,0,62569,0,541,0
148,148,141,Madagascar,64314,0,1393,0,59370,0,3551,6
149,149,142,Sudan,62240,0,4941,0,0,0,0,0
150,150,143,New Caledonia,61880,0,313,0,60999,0,568,9
151,151,144,Bhutan,59614,0,21,0,59564,0,29,0
152,152,145,Mauritania,59068,0,982,0,57806,0,280,0
153,153,146,Belize,58749,0,677,0,57029,0,1043,6
154,154,147,Cabo Verde,56172,0,401,0,55669,0,102,23
155,155,148,Syria,55880,0,3150,0,52610,0,120,0
156,156,149,Gabon,47622,0,304,0,47303,0,15,0
157,157,150,Papua New Guinea,44403,0,651,0,43733,0,19,7
158,158,151,Seychelles,43729,0,167,0,43040,0,522,0
159,159,152,Curaçao,43522,0,276,0,42622,0,624,3
160,160,153,Andorra,42572,0,153,0,41757,0,662,14
161,161,154,Burundi,41850,0,38,0,0,0,0,0
162,162,155,Mauritius,37998,0,996,0,36332,0,670,0
163,163,156,Mayotte,37523,0,187,0,2964,0,34372,0
164,164,157,Togo,37062,0,273,0,36752,0,37,0
165,165,158,Guinea,36597,0,442,0,36113,0,42,8
166,166,159,Aruba,36316,0,213,0,35808,0,295,0
167,167,160,Tanzania,35354,0,840,0,0,0,0,7
168,168,161,Faeroe Islands,34658,0,28,0,0,0,0,5
169,169,162,Bahamas,34355,0,810,0,32646,0,899,0
170,170,163,Lesotho,32910,0,697,0,24155,0,8058,0
171,171,164,Mali,31058,0,734,0,30163,0,161,0
172,172,165,Haiti,30781,0,835,0,29669,0,277,0
173,173,166,Isle of Man,28416,0,105,0,26794,0,1517,0
174,174,167,Benin,26952,0,163,0,25506,0,1283,5
175,175,168,Somalia,26535,0,1350,0,13182,0,12003,0
176,176,169,Saint Lucia,25132,0,370,0,24046,0,716,1
177,177,170,Cayman Islands,24477,0,28,0,8553,0,15896,1
178,178,171,Congo,24079,0,385,0,20178,0,3516,0
179,179,172,Timor-Leste,22890,0,131,0,22748,0,11,0
180,180,173,Burkina Faso,20853,0,382,0,20439,0,32,0
181,181,174,Nicaragua,18491,0,225,0,4225,0,14041,0
182,182,175,Gibraltar,18273,0,102,0,16579,0,1592,0
183,183,176,Solomon Islands,18174,0,146,0,16357,0,1671,2
184,184,177,South Sudan,17575,0,138,0,13514,0,3923,1
185,185,178,Liechtenstein,17417,0,84,0,17296,0,37,0
186,186,179,Grenada,17390,0,224,0,16332,0,834,4
187,187,180,Tajikistan,17388,0,124,0,17264,0,0,0
188,188,181,San Marino,17045,0,115,0,16787,0,143,4
189,189,182,Equatorial Guinea,15910,0,183,0,15704,0,23,5
190,190,183,Djibouti,15631,0,189,0,15427,0,15,0
191,191,184,CAR,14649,0,113,0,6859,0,7677,2
192,192,185,Bermuda,14442,0,137,0,13945,0,360,0
193,193,186,Dominica,13752,0,63,0,13188,0,501,0
194,194,187,Samoa,12843,0,25,0,1605,0,11213,4
195,195,188,Monaco,12124,0,57,0,12009,0,58,4
196,196,189,Gambia,12002,0,365,0,11591,0,46,0
197,197,190,Greenland,11971,0,21,0,2761,0,9189,4
198,198,191,Yemen,11819,0,2149,0,9042,0,628,23
199,199,192,Tonga,11500,0,11,0,10875,0,614,0
200,200,193,Saint Martin,10668,0,63,0,1399,0,9206,7
201,201,194,Sint Maarten,10279,0,86,0,10127,0,66,10
202,202,195,Caribbean Netherlands,10044,0,35,0,9959,0,50,0
203,203,196,Eritrea,9755,0,103,0,9644,0,8,0
204,204,197,Niger,9031,0,310,0,8628,0,93,1
205,205,198,Vanuatu,8735,0,14,0,8519,0,202,0
206,206,199,Guinea-Bissau,8259,0,171,0,8033,0,55,6
207,207,200,Comoros,8100,0,160,0,7933,0,7,0
208,208,201,Antigua and Barbuda,7982,0,138,0,7651,0,193,1
209,209,202,Sierra Leone,7682,0,125,0,0,0,0,0
210,210,203,Liberia,7455,0,294,0,5747,0,1414,2
211,211,204,Chad,7417,0,193,0,4874,0,2350,0
212,212,205,St. Vincent Grenadines,6857,0,106,0,6641,0,110,0
213,213,206,British Virgin Islands,6690,0,62,0,0,0,0,1
214,214,207,Turks and Caicos,6097,0,36,0,6026,0,35,4
215,215,208,Sao Tome and Principe,5982,0,73,0,5900,0,9,0
216,216,209,Saint Kitts and Nevis,5688,0,43,0,5577,0,68,0
217,217,210,Cook Islands,5599,0,1,0,5514,0,84,0
218,218,211,Palau,5020,0,6,0,4298,0,716,1
219,219,212,St. Barth,4630,0,6,0,0,0,0,0
220,220,213,Anguilla,3203,0,9,0,3142,0,52,4
221,221,214,Kiribati,3098,0,13,0,2602,0,483,3
222,222,215,Saint Pierre Miquelon,2748,0,1,0,2449,0,298,1
223,223,216,Falkland Islands,1512,0,0,0,0,0,0,0
224,224,217,Montserrat,915,0,4,0,749,0,162,0
225,225,218,Diamond Princess,712,0,13,0,699,0,0,0
226,226,219,Wallis and Futuna,454,0,7,0,438,0,9,0
227,227,220,Macao,82,0,0,0,82,0,0,0
228,228,221,Micronesia,30,0,0,0,30,0,0,0
229,229,222,Vatican City,29,0,0,0,29,0,0,0
230,230,223,Marshall Islands,17,0,0,0,14,0,3,0
231,231,224,Western Sahara,10,0,1,0,9,0,0,0
232,232,225,MS Zaandam,9,0,2,0,7,0,0,0
233,233,226,Niue,9,0,0,0,9,0,0,0
234,234,227,Nauru,8,0,0,0,8,0,0,0
235,235,228,Tuvalu,3,0,0,0,0,0,3,0
236,236,229,Saint Helena,2,0,0,0,2,0,0,0
237,237,230,China,223605,117,5224,0,214682,374,3699,187
